pdb_id,protein_path,pocket_path,ligand_path,ligand_format,valid,error,source
1ai4,data/refined_set\1ai4\1ai4_protein.pdb,data/refined_set\1ai4\1ai4_pocket.pdb,data/refined_set\1ai4\1ai4_ligand.mol2,mol2,True,,refined
1ai5,data/refined_set\1ai5\1ai5_protein.pdb,data/refined_set\1ai5\1ai5_pocket.pdb,data/refined_set\1ai5\1ai5_ligand.mol2,mol2,True,,refined
1ai7,data/refined_set\1ai7\1ai7_protein.pdb,data/refined_set\1ai7\1ai7_pocket.pdb,data/refined_set\1ai7\1ai7_ligand.mol2,mol2,True,,refined
1aid,data/refined_set\1aid\1aid_protein.pdb,data/refined_set\1aid\1aid_pocket.pdb,data/refined_set\1aid\1aid_ligand.mol2,mol2,True,,refined
1aj7,data/refined_set\1aj7\1aj7_protein.pdb,data/refined_set\1aj7\1aj7_pocket.pdb,data/refined_set\1aj7\1aj7_ligand.mol2,mol2,True,,refined
1ajn,data/refined_set\1ajn\1ajn_protein.pdb,data/refined_set\1ajn\1ajn_pocket.pdb,data/refined_set\1ajn\1ajn_ligand.mol2,mol2,True,,refined
1ajp,data/refined_set\1ajp\1ajp_protein.pdb,data/refined_set\1ajp\1ajp_pocket.pdb,data/refined_set\1ajp\1ajp_ligand.mol2,mol2,True,,refined
1ajq,data/refined_set\1ajq\1ajq_protein.pdb,data/refined_set\1ajq\1ajq_pocket.pdb,data/refined_set\1ajq\1ajq_ligand.mol2,mol2,True,,refined
1ajv,data/refined_set\1ajv\1ajv_protein.pdb,data/refined_set\1ajv\1ajv_pocket.pdb,data/refined_set\1ajv\1ajv_ligand.mol2,mol2,True,,refined
1ajx,data/refined_set\1ajx\1ajx_protein.pdb,data/refined_set\1ajx\1ajx_pocket.pdb,data/refined_set\1ajx\1ajx_ligand.mol2,mol2,True,,refined
1alw,data/refined_set\1alw\1alw_protein.pdb,data/refined_set\1alw\1alw_pocket.pdb,data/refined_set\1alw\1alw_ligand.mol2,mol2,True,,refined
1amk,data/refined_set\1amk\1amk_protein.pdb,data/refined_set\1amk\1amk_pocket.pdb,data/refined_set\1amk\1amk_ligand.mol2,mol2,True,,refined
1amw,data/refined_set\1amw\1amw_protein.pdb,data/refined_set\1amw\1amw_pocket.pdb,data/refined_set\1amw\1amw_ligand.mol2,mol2,True,,refined
1apv,data/refined_set\1apv\1apv_protein.pdb,data/refined_set\1apv\1apv_pocket.pdb,data/refined_set\1apv\1apv_ligand.mol2,mol2,True,,refined
1atl,data/refined_set\1atl\1atl_protein.pdb,data/refined_set\1atl\1atl_pocket.pdb,data/refined_set\1atl\1atl_ligand.mol2,mol2,True,,refined
1atr,data/refined_set\1atr\1atr_protein.pdb,data/refined_set\1atr\1atr_pocket.pdb,data/refined_set\1atr\1atr_ligand.mol2,mol2,True,,refined
1avn,data/refined_set\1avn\1avn_protein.pdb,data/refined_set\1avn\1avn_pocket.pdb,data/refined_set\1avn\1avn_ligand.mol2,mol2,True,,refined
1ax0,data/refined_set\1ax0\1ax0_protein.pdb,data/refined_set\1ax0\1ax0_pocket.pdb,data/refined_set\1ax0\1ax0_ligand.mol2,mol2,True,,refined
1azm,data/refined_set\1azm\1azm_protein.pdb,data/refined_set\1azm\1azm_pocket.pdb,data/refined_set\1azm\1azm_ligand.mol2,mol2,True,,refined
1b05,data/refined_set\1b05\1b05_protein.pdb,data/refined_set\1b05\1b05_pocket.pdb,data/refined_set\1b05\1b05_ligand.mol2,mol2,True,,refined
1b0h,data/refined_set\1b0h\1b0h_protein.pdb,data/refined_set\1b0h\1b0h_pocket.pdb,data/refined_set\1b0h\1b0h_ligand.mol2,mol2,True,,refined
1b1h,data/refined_set\1b1h\1b1h_protein.pdb,data/refined_set\1b1h\1b1h_pocket.pdb,data/refined_set\1b1h\1b1h_ligand.mol2,mol2,True,,refined
1b2h,data/refined_set\1b2h\1b2h_protein.pdb,data/refined_set\1b2h\1b2h_pocket.pdb,data/refined_set\1b2h\1b2h_ligand.mol2,mol2,True,,refined
1b32,data/refined_set\1b32\1b32_protein.pdb,data/refined_set\1b32\1b32_pocket.pdb,data/refined_set\1b32\1b32_ligand.mol2,mol2,True,,refined
1b38,data/refined_set\1b38\1b38_protein.pdb,data/refined_set\1b38\1b38_pocket.pdb,data/refined_set\1b38\1b38_ligand.mol2,mol2,True,,refined
1b3f,data/refined_set\1b3f\1b3f_protein.pdb,data/refined_set\1b3f\1b3f_pocket.pdb,data/refined_set\1b3f\1b3f_ligand.mol2,mol2,True,,refined
1b3g,data/refined_set\1b3g\1b3g_protein.pdb,data/refined_set\1b3g\1b3g_pocket.pdb,data/refined_set\1b3g\1b3g_ligand.mol2,mol2,True,,refined
1b3h,data/refined_set\1b3h\1b3h_protein.pdb,data/refined_set\1b3h\1b3h_pocket.pdb,data/refined_set\1b3h\1b3h_ligand.mol2,mol2,True,,refined
1b3l,data/refined_set\1b3l\1b3l_protein.pdb,data/refined_set\1b3l\1b3l_pocket.pdb,data/refined_set\1b3l\1b3l_ligand.mol2,mol2,True,,refined
1b40,data/refined_set\1b40\1b40_protein.pdb,data/refined_set\1b40\1b40_pocket.pdb,data/refined_set\1b40\1b40_ligand.mol2,mol2,True,,refined
1b46,data/refined_set\1b46\1b46_protein.pdb,data/refined_set\1b46\1b46_pocket.pdb,data/refined_set\1b46\1b46_ligand.mol2,mol2,True,,refined
1b4h,data/refined_set\1b4h\1b4h_protein.pdb,data/refined_set\1b4h\1b4h_pocket.pdb,data/refined_set\1b4h\1b4h_ligand.mol2,mol2,True,,refined
1b4z,data/refined_set\1b4z\1b4z_protein.pdb,data/refined_set\1b4z\1b4z_pocket.pdb,data/refined_set\1b4z\1b4z_ligand.mol2,mol2,True,,refined
1b51,data/refined_set\1b51\1b51_protein.pdb,data/refined_set\1b51\1b51_pocket.pdb,data/refined_set\1b51\1b51_ligand.mol2,mol2,True,,refined
1b52,data/refined_set\1b52\1b52_protein.pdb,data/refined_set\1b52\1b52_pocket.pdb,data/refined_set\1b52\1b52_ligand.mol2,mol2,True,,refined
1b55,data/refined_set\1b55\1b55_protein.pdb,data/refined_set\1b55\1b55_pocket.pdb,data/refined_set\1b55\1b55_ligand.mol2,mol2,True,,refined
1b57,data/refined_set\1b57\1b57_protein.pdb,data/refined_set\1b57\1b57_pocket.pdb,data/refined_set\1b57\1b57_ligand.mol2,mol2,True,,refined
1b58,data/refined_set\1b58\1b58_protein.pdb,data/refined_set\1b58\1b58_pocket.pdb,data/refined_set\1b58\1b58_ligand.mol2,mol2,True,,refined
1b5h,data/refined_set\1b5h\1b5h_protein.pdb,data/refined_set\1b5h\1b5h_pocket.pdb,data/refined_set\1b5h\1b5h_ligand.mol2,mol2,True,,refined
1b5i,data/refined_set\1b5i\1b5i_protein.pdb,data/refined_set\1b5i\1b5i_pocket.pdb,data/refined_set\1b5i\1b5i_ligand.mol2,mol2,True,,refined
1b5j,data/refined_set\1b5j\1b5j_protein.pdb,data/refined_set\1b5j\1b5j_pocket.pdb,data/refined_set\1b5j\1b5j_ligand.mol2,mol2,True,,refined
1b6h,data/refined_set\1b6h\1b6h_protein.pdb,data/refined_set\1b6h\1b6h_pocket.pdb,data/refined_set\1b6h\1b6h_ligand.mol2,mol2,True,,refined
1b6j,data/refined_set\1b6j\1b6j_protein.pdb,data/refined_set\1b6j\1b6j_pocket.pdb,data/refined_set\1b6j\1b6j_ligand.mol2,mol2,True,,refined
1b6k,data/refined_set\1b6k\1b6k_protein.pdb,data/refined_set\1b6k\1b6k_pocket.pdb,data/refined_set\1b6k\1b6k_ligand.mol2,mol2,True,,refined
1b6l,data/refined_set\1b6l\1b6l_protein.pdb,data/refined_set\1b6l\1b6l_pocket.pdb,data/refined_set\1b6l\1b6l_ligand.mol2,mol2,True,,refined
1b7h,data/refined_set\1b7h\1b7h_protein.pdb,data/refined_set\1b7h\1b7h_pocket.pdb,data/refined_set\1b7h\1b7h_ligand.mol2,mol2,True,,refined
1b8n,data/refined_set\1b8n\1b8n_protein.pdb,data/refined_set\1b8n\1b8n_pocket.pdb,data/refined_set\1b8n\1b8n_ligand.mol2,mol2,True,,refined
1b8o,data/refined_set\1b8o\1b8o_protein.pdb,data/refined_set\1b8o\1b8o_pocket.pdb,data/refined_set\1b8o\1b8o_ligand.mol2,mol2,True,,refined
1b8y,data/refined_set\1b8y\1b8y_protein.pdb,data/refined_set\1b8y\1b8y_pocket.pdb,data/refined_set\1b8y\1b8y_ligand.mol2,mol2,True,,refined
1b9j,data/refined_set\1b9j\1b9j_protein.pdb,data/refined_set\1b9j\1b9j_pocket.pdb,data/refined_set\1b9j\1b9j_ligand.mol2,mol2,True,,refined
1bai,data/refined_set\1bai\1bai_protein.pdb,data/refined_set\1bai\1bai_pocket.pdb,data/refined_set\1bai\1bai_ligand.mol2,mol2,True,,refined
1bcd,data/refined_set\1bcd\1bcd_protein.pdb,data/refined_set\1bcd\1bcd_pocket.pdb,data/refined_set\1bcd\1bcd_ligand.mol2,mol2,True,,refined
1bcu,data/refined_set\1bcu\1bcu_protein.pdb,data/refined_set\1bcu\1bcu_pocket.pdb,data/refined_set\1bcu\1bcu_ligand.mol2,mol2,True,,refined
1bdq,data/refined_set\1bdq\1bdq_protein.pdb,data/refined_set\1bdq\1bdq_pocket.pdb,data/refined_set\1bdq\1bdq_ligand.mol2,mol2,True,,refined
1bgq,data/refined_set\1bgq\1bgq_protein.pdb,data/refined_set\1bgq\1bgq_pocket.pdb,data/refined_set\1bgq\1bgq_ligand.mol2,mol2,True,,refined
1bhf,data/refined_set\1bhf\1bhf_protein.pdb,data/refined_set\1bhf\1bhf_pocket.pdb,data/refined_set\1bhf\1bhf_ligand.mol2,mol2,True,,refined
1bhx,data/refined_set\1bhx\1bhx_protein.pdb,data/refined_set\1bhx\1bhx_pocket.pdb,data/refined_set\1bhx\1bhx_ligand.mol2,mol2,True,,refined
1bju,data/refined_set\1bju\1bju_protein.pdb,data/refined_set\1bju\1bju_pocket.pdb,data/refined_set\1bju\1bju_ligand.mol2,mol2,True,,refined
1bjv,data/refined_set\1bjv\1bjv_protein.pdb,data/refined_set\1bjv\1bjv_pocket.pdb,data/refined_set\1bjv\1bjv_ligand.mol2,mol2,True,,refined
1bm7,data/refined_set\1bm7\1bm7_protein.pdb,data/refined_set\1bm7\1bm7_pocket.pdb,data/refined_set\1bm7\1bm7_ligand.mol2,mol2,True,,refined
1bma,data/refined_set\1bma\1bma_protein.pdb,data/refined_set\1bma\1bma_pocket.pdb,data/refined_set\1bma\1bma_ligand.mol2,mol2,True,,refined
1bn1,data/refined_set\1bn1\1bn1_protein.pdb,data/refined_set\1bn1\1bn1_pocket.pdb,data/refined_set\1bn1\1bn1_ligand.mol2,mol2,True,,refined
1bn3,data/refined_set\1bn3\1bn3_protein.pdb,data/refined_set\1bn3\1bn3_pocket.pdb,data/refined_set\1bn3\1bn3_ligand.mol2,mol2,True,,refined
1bn4,data/refined_set\1bn4\1bn4_protein.pdb,data/refined_set\1bn4\1bn4_pocket.pdb,data/refined_set\1bn4\1bn4_ligand.mol2,mol2,True,,refined
1bnn,data/refined_set\1bnn\1bnn_protein.pdb,data/refined_set\1bnn\1bnn_pocket.pdb,data/refined_set\1bnn\1bnn_ligand.mol2,mol2,True,,refined
1bnq,data/refined_set\1bnq\1bnq_protein.pdb,data/refined_set\1bnq\1bnq_pocket.pdb,data/refined_set\1bnq\1bnq_ligand.mol2,mol2,True,,refined
1bnt,data/refined_set\1bnt\1bnt_protein.pdb,data/refined_set\1bnt\1bnt_pocket.pdb,data/refined_set\1bnt\1bnt_ligand.mol2,mol2,True,,refined
1bnu,data/refined_set\1bnu\1bnu_protein.pdb,data/refined_set\1bnu\1bnu_pocket.pdb,data/refined_set\1bnu\1bnu_ligand.mol2,mol2,True,,refined
1bnv,data/refined_set\1bnv\1bnv_protein.pdb,data/refined_set\1bnv\1bnv_pocket.pdb,data/refined_set\1bnv\1bnv_ligand.mol2,mol2,True,,refined
1bnw,data/refined_set\1bnw\1bnw_protein.pdb,data/refined_set\1bnw\1bnw_pocket.pdb,data/refined_set\1bnw\1bnw_ligand.mol2,mol2,True,,refined
1bp0,data/refined_set\1bp0\1bp0_protein.pdb,data/refined_set\1bp0\1bp0_pocket.pdb,data/refined_set\1bp0\1bp0_ligand.mol2,mol2,True,,refined
1bq4,data/refined_set\1bq4\1bq4_protein.pdb,data/refined_set\1bq4\1bq4_pocket.pdb,data/refined_set\1bq4\1bq4_ligand.mol2,mol2,True,,refined
1br6,data/refined_set\1br6\1br6_protein.pdb,data/refined_set\1br6\1br6_pocket.pdb,data/refined_set\1br6\1br6_ligand.mol2,mol2,True,,refined
1bty,data/refined_set\1bty\1bty_protein.pdb,data/refined_set\1bty\1bty_pocket.pdb,data/refined_set\1bty\1bty_ligand.mol2,mol2,True,,refined
1bv7,data/refined_set\1bv7\1bv7_protein.pdb,data/refined_set\1bv7\1bv7_pocket.pdb,data/refined_set\1bv7\1bv7_ligand.mol2,mol2,True,,refined
1bv9,data/refined_set\1bv9\1bv9_protein.pdb,data/refined_set\1bv9\1bv9_pocket.pdb,data/refined_set\1bv9\1bv9_ligand.mol2,mol2,True,,refined
1bwa,data/refined_set\1bwa\1bwa_protein.pdb,data/refined_set\1bwa\1bwa_pocket.pdb,data/refined_set\1bwa\1bwa_ligand.mol2,mol2,True,,refined
1bwb,data/refined_set\1bwb\1bwb_protein.pdb,data/refined_set\1bwb\1bwb_pocket.pdb,data/refined_set\1bwb\1bwb_ligand.mol2,mol2,True,,refined
1bxo,data/refined_set\1bxo\1bxo_protein.pdb,data/refined_set\1bxo\1bxo_pocket.pdb,data/refined_set\1bxo\1bxo_ligand.mol2,mol2,True,,refined
1bxq,data/refined_set\1bxq\1bxq_protein.pdb,data/refined_set\1bxq\1bxq_pocket.pdb,data/refined_set\1bxq\1bxq_ligand.mol2,mol2,True,,refined
1bxr,data/refined_set\1bxr\1bxr_protein.pdb,data/refined_set\1bxr\1bxr_pocket.pdb,data/refined_set\1bxr\1bxr_ligand.mol2,mol2,True,,refined
1bzc,data/refined_set\1bzc\1bzc_protein.pdb,data/refined_set\1bzc\1bzc_pocket.pdb,data/refined_set\1bzc\1bzc_ligand.mol2,mol2,True,,refined
1bzj,data/refined_set\1bzj\1bzj_protein.pdb,data/refined_set\1bzj\1bzj_pocket.pdb,data/refined_set\1bzj\1bzj_ligand.mol2,mol2,True,,refined
1bzy,data/refined_set\1bzy\1bzy_protein.pdb,data/refined_set\1bzy\1bzy_pocket.pdb,data/refined_set\1bzy\1bzy_ligand.mol2,mol2,True,,refined
1c1r,data/refined_set\1c1r\1c1r_protein.pdb,data/refined_set\1c1r\1c1r_pocket.pdb,data/refined_set\1c1r\1c1r_ligand.mol2,mol2,True,,refined
1c1u,data/refined_set\1c1u\1c1u_protein.pdb,data/refined_set\1c1u\1c1u_pocket.pdb,data/refined_set\1c1u\1c1u_ligand.mol2,mol2,True,,refined
1c1v,data/refined_set\1c1v\1c1v_protein.pdb,data/refined_set\1c1v\1c1v_pocket.pdb,data/refined_set\1c1v\1c1v_ligand.mol2,mol2,True,,refined
1c3x,data/refined_set\1c3x\1c3x_protein.pdb,data/refined_set\1c3x\1c3x_pocket.pdb,data/refined_set\1c3x\1c3x_ligand.mol2,mol2,True,,refined
1c4u,data/refined_set\1c4u\1c4u_protein.pdb,data/refined_set\1c4u\1c4u_pocket.pdb,data/refined_set\1c4u\1c4u_ligand.mol2,mol2,True,,refined
1c5c,data/refined_set\1c5c\1c5c_protein.pdb,data/refined_set\1c5c\1c5c_pocket.pdb,data/refined_set\1c5c\1c5c_ligand.mol2,mol2,True,,refined
1c5n,data/refined_set\1c5n\1c5n_protein.pdb,data/refined_set\1c5n\1c5n_pocket.pdb,data/refined_set\1c5n\1c5n_ligand.mol2,mol2,True,,refined
1c5o,data/refined_set\1c5o\1c5o_protein.pdb,data/refined_set\1c5o\1c5o_pocket.pdb,data/refined_set\1c5o\1c5o_ligand.mol2,mol2,True,,refined
1c5p,data/refined_set\1c5p\1c5p_protein.pdb,data/refined_set\1c5p\1c5p_pocket.pdb,data/refined_set\1c5p\1c5p_ligand.mol2,mol2,True,,refined
1c5q,data/refined_set\1c5q\1c5q_protein.pdb,data/refined_set\1c5q\1c5q_pocket.pdb,data/refined_set\1c5q\1c5q_ligand.mol2,mol2,True,,refined
1c5s,data/refined_set\1c5s\1c5s_protein.pdb,data/refined_set\1c5s\1c5s_pocket.pdb,data/refined_set\1c5s\1c5s_ligand.mol2,mol2,True,,refined
1c5t,data/refined_set\1c5t\1c5t_protein.pdb,data/refined_set\1c5t\1c5t_pocket.pdb,data/refined_set\1c5t\1c5t_ligand.mol2,mol2,True,,refined
1c5x,data/refined_set\1c5x\1c5x_protein.pdb,data/refined_set\1c5x\1c5x_pocket.pdb,data/refined_set\1c5x\1c5x_ligand.mol2,mol2,True,,refined
1c5y,data/refined_set\1c5y\1c5y_protein.pdb,data/refined_set\1c5y\1c5y_pocket.pdb,data/refined_set\1c5y\1c5y_ligand.mol2,mol2,True,,refined
1c70,data/refined_set\1c70\1c70_protein.pdb,data/refined_set\1c70\1c70_pocket.pdb,data/refined_set\1c70\1c70_ligand.mol2,mol2,True,,refined
1c83,data/refined_set\1c83\1c83_protein.pdb,data/refined_set\1c83\1c83_pocket.pdb,data/refined_set\1c83\1c83_ligand.mol2,mol2,True,,refined
1c84,data/refined_set\1c84\1c84_protein.pdb,data/refined_set\1c84\1c84_pocket.pdb,data/refined_set\1c84\1c84_ligand.mol2,mol2,True,,refined
1c86,data/refined_set\1c86\1c86_protein.pdb,data/refined_set\1c86\1c86_pocket.pdb,data/refined_set\1c86\1c86_ligand.mol2,mol2,True,,refined
1c87,data/refined_set\1c87\1c87_protein.pdb,data/refined_set\1c87\1c87_pocket.pdb,data/refined_set\1c87\1c87_ligand.mol2,mol2,True,,refined
1c88,data/refined_set\1c88\1c88_protein.pdb,data/refined_set\1c88\1c88_pocket.pdb,data/refined_set\1c88\1c88_ligand.mol2,mol2,True,,refined
1cbx,data/refined_set\1cbx\1cbx_protein.pdb,data/refined_set\1cbx\1cbx_pocket.pdb,data/refined_set\1cbx\1cbx_ligand.mol2,mol2,True,,refined
1ceb,data/refined_set\1ceb\1ceb_protein.pdb,data/refined_set\1ceb\1ceb_pocket.pdb,data/refined_set\1ceb\1ceb_ligand.mol2,mol2,True,,refined
1cet,data/refined_set\1cet\1cet_protein.pdb,data/refined_set\1cet\1cet_pocket.pdb,data/refined_set\1cet\1cet_ligand.mol2,mol2,True,,refined
1cgl,data/refined_set\1cgl\1cgl_protein.pdb,data/refined_set\1cgl\1cgl_pocket.pdb,data/refined_set\1cgl\1cgl_ligand.mol2,mol2,True,,refined
1ciz,data/refined_set\1ciz\1ciz_protein.pdb,data/refined_set\1ciz\1ciz_pocket.pdb,data/refined_set\1ciz\1ciz_ligand.mol2,mol2,True,,refined
1cnw,data/refined_set\1cnw\1cnw_protein.pdb,data/refined_set\1cnw\1cnw_pocket.pdb,data/refined_set\1cnw\1cnw_ligand.mol2,mol2,True,,refined
1cnx,data/refined_set\1cnx\1cnx_protein.pdb,data/refined_set\1cnx\1cnx_pocket.pdb,data/refined_set\1cnx\1cnx_ligand.mol2,mol2,True,,refined
1cny,data/refined_set\1cny\1cny_protein.pdb,data/refined_set\1cny\1cny_pocket.pdb,data/refined_set\1cny\1cny_ligand.mol2,mol2,True,,refined
1cps,data/refined_set\1cps\1cps_protein.pdb,data/refined_set\1cps\1cps_pocket.pdb,data/refined_set\1cps\1cps_ligand.mol2,mol2,True,,refined
1ctt,data/refined_set\1ctt\1ctt_protein.pdb,data/refined_set\1ctt\1ctt_pocket.pdb,data/refined_set\1ctt\1ctt_ligand.mol2,mol2,True,,refined
1ctu,data/refined_set\1ctu\1ctu_protein.pdb,data/refined_set\1ctu\1ctu_pocket.pdb,data/refined_set\1ctu\1ctu_ligand.mol2,mol2,True,,refined
1d09,data/refined_set\1d09\1d09_protein.pdb,data/refined_set\1d09\1d09_pocket.pdb,data/refined_set\1d09\1d09_ligand.mol2,mol2,True,,refined
1d2e,data/refined_set\1d2e\1d2e_protein.pdb,data/refined_set\1d2e\1d2e_pocket.pdb,data/refined_set\1d2e\1d2e_ligand.mol2,mol2,True,,refined
1d3d,data/refined_set\1d3d\1d3d_protein.pdb,data/refined_set\1d3d\1d3d_pocket.pdb,data/refined_set\1d3d\1d3d_ligand.mol2,mol2,True,,refined
1d3p,data/refined_set\1d3p\1d3p_protein.pdb,data/refined_set\1d3p\1d3p_pocket.pdb,data/refined_set\1d3p\1d3p_ligand.mol2,mol2,True,,refined
1d4h,data/refined_set\1d4h\1d4h_protein.pdb,data/refined_set\1d4h\1d4h_pocket.pdb,data/refined_set\1d4h\1d4h_ligand.mol2,mol2,True,,refined
1d4i,data/refined_set\1d4i\1d4i_protein.pdb,data/refined_set\1d4i\1d4i_pocket.pdb,data/refined_set\1d4i\1d4i_ligand.mol2,mol2,True,,refined
1d4j,data/refined_set\1d4j\1d4j_protein.pdb,data/refined_set\1d4j\1d4j_pocket.pdb,data/refined_set\1d4j\1d4j_ligand.mol2,mol2,True,,refined
1d4k,data/refined_set\1d4k\1d4k_protein.pdb,data/refined_set\1d4k\1d4k_pocket.pdb,data/refined_set\1d4k\1d4k_ligand.mol2,mol2,True,,refined
1d4l,data/refined_set\1d4l\1d4l_protein.pdb,data/refined_set\1d4l\1d4l_pocket.pdb,data/refined_set\1d4l\1d4l_ligand.mol2,mol2,True,,refined
1d4p,data/refined_set\1d4p\1d4p_protein.pdb,data/refined_set\1d4p\1d4p_pocket.pdb,data/refined_set\1d4p\1d4p_ligand.mol2,mol2,True,,refined
1d4y,data/refined_set\1d4y\1d4y_protein.pdb,data/refined_set\1d4y\1d4y_pocket.pdb,data/refined_set\1d4y\1d4y_ligand.mol2,mol2,True,,refined
1d6v,data/refined_set\1d6v\1d6v_protein.pdb,data/refined_set\1d6v\1d6v_pocket.pdb,data/refined_set\1d6v\1d6v_ligand.mol2,mol2,True,,refined
1d6w,data/refined_set\1d6w\1d6w_protein.pdb,data/refined_set\1d6w\1d6w_pocket.pdb,data/refined_set\1d6w\1d6w_ligand.mol2,mol2,True,,refined
1d7i,data/refined_set\1d7i\1d7i_protein.pdb,data/refined_set\1d7i\1d7i_pocket.pdb,data/refined_set\1d7i\1d7i_ligand.mol2,mol2,True,,refined
1d7j,data/refined_set\1d7j\1d7j_protein.pdb,data/refined_set\1d7j\1d7j_pocket.pdb,data/refined_set\1d7j\1d7j_ligand.mol2,mol2,True,,refined
1d9i,data/refined_set\1d9i\1d9i_protein.pdb,data/refined_set\1d9i\1d9i_pocket.pdb,data/refined_set\1d9i\1d9i_ligand.mol2,mol2,True,,refined
1dar,data/refined_set\1dar\1dar_protein.pdb,data/refined_set\1dar\1dar_pocket.pdb,data/refined_set\1dar\1dar_ligand.mol2,mol2,True,,refined
1det,data/refined_set\1det\1det_protein.pdb,data/refined_set\1det\1det_pocket.pdb,data/refined_set\1det\1det_ligand.mol2,mol2,True,,refined
1df8,data/refined_set\1df8\1df8_protein.pdb,data/refined_set\1df8\1df8_pocket.pdb,data/refined_set\1df8\1df8_ligand.mol2,mol2,True,,refined
1dgm,data/refined_set\1dgm\1dgm_protein.pdb,data/refined_set\1dgm\1dgm_pocket.pdb,data/refined_set\1dgm\1dgm_ligand.mol2,mol2,True,,refined
1dhi,data/refined_set\1dhi\1dhi_protein.pdb,data/refined_set\1dhi\1dhi_pocket.pdb,data/refined_set\1dhi\1dhi_ligand.mol2,mol2,True,,refined
1dhj,data/refined_set\1dhj\1dhj_protein.pdb,data/refined_set\1dhj\1dhj_pocket.pdb,data/refined_set\1dhj\1dhj_ligand.mol2,mol2,True,,refined
